division,domain,wealth,age,age_when_married,school,class,working,newspaper,tv,asha,grameen,mclub,born,any,mmore,more,method,died,birth
3,1,3,25,18,1,9,2,2,1,2,2,2,,,1,,2,0,2
3,1,5,46,16,1,10,2,1,1,2,2,2,2,,2,,1,0,2
3,1,4,27,19,1,9,2,2,1,2,2,2,4,,1,,2,0,1
3,1,4,23,17,1,8,2,2,1,2,2,2,,,1,,1,0,1
3,1,4,34,20,1,9,2,1,1,2,2,2,2,,,,,0,1
3,1,4,48,19,1,5,2,1,1,2,2,2,,,2,,2,0,1
3,1,3,20,18,1,3,2,2,1,2,2,2,4,,1,,2,0,1
3,1,4,39,18,1,10,2,1,1,2,2,2,,,,,,0,1
3,1,5,42,19,1,5,2,2,1,2,2,2,,,2,,1,0,2
3,1,5,34,18,1,8,1,1,1,2,2,2,4,,2,,1,0,1
3,1,5,20,17,1,8,2,1,1,2,2,2,,,1,,1,0,1
3,1,4,24,16,1,9,2,2,1,2,2,2,,,1,,1,0,1
3,1,5,48,20,1,12,2,1,1,2,2,2,4,,2,,2,0,3
3,1,2,27,16,2,,1,,2,1,2,2,4,,2,,1,0,2
3,1,1,27,22,1,8,1,2,2,2,2,2,4,,1,,1,0,1
3,1,1,27,21,1,9,2,2,2,2,2,2,4,,1,,2,0,1
3,1,4,39,19,1,7,1,1,1,2,2,2,4,,2,,1,0,2
3,1,5,45,22,1,12,2,1,1,2,2,2,,,2,,2,0,3
3,1,5,38,22,1,14,2,1,1,2,2,2,,,2,,1,0,2
3,1,3,29,19,1,10,2,2,1,2,2,2,2,,,,,0,1
3,1,4,32,19,1,7,2,2,1,2,2,2,4,,1,,2,0,1
3,1,5,25,20,1,16,2,1,1,2,2,2,,,1,,1,0,1
3,1,4,27,16,1,5,2,2,1,2,2,2,,,1,,2,0,1
3,1,3,25,20,1,3,2,2,1,2,2,2,4,,1,,1,0,1
3,1,5,36,23,1,18,2,2,1,2,2,2,,,2,,1,0,2
3,1,2,29,17,1,5,2,2,1,2,2,2,,,1,,2,0,1
3,1,4,38,15,1,2,2,2,1,2,2,2,,,2,,2,0,2
3,1,4,25,15,1,5,1,2,1,1,2,2,,,2,,1,0,2
3,1,4,40,26,1,10,2,2,1,2,2,2,,,1,,2,0,1
3,1,3,43,17,1,10,2,2,2,2,2,2,,,2,,2,0,2
3,1,3,21,20,1,12,2,2,1,2,2,2,,1,,,2,0,0
3,1,4,45,20,1,10,2,1,1,2,2,2,,,2,,1,0,3
3,1,4,34,17,1,5,2,2,1,2,2,2,4,,2,,1,0,2
3,1,5,26,21,1,14,2,2,1,2,2,2,4,,2,,1,0,1
3,1,3,14,13,1,8,2,2,1,2,2,2,,1,,,1,0,0
3,1,2,42,13,1,6,2,2,1,2,2,2,,,2,,2,0,2
3,1,4,39,26,1,12,2,1,1,2,2,2,,,1,,2,0,1
3,1,4,34,16,1,9,2,2,1,2,2,2,,,2,,1,0,3
3,1,4,33,16,1,16,2,2,1,2,2,2,,,2,,1,0,2
3,1,3,24,16,2,,2,,1,2,2,2,,,2,,1,0,2
3,1,4,23,13,1,7,2,2,1,2,2,1,4,,1,,2,0,2
3,1,2,28,17,1,6,2,2,1,2,2,2,4,,2,,1,0,2
3,1,2,30,15,2,,2,,1,2,1,2,4,,1,,2,0,3
3,1,2,30,14,2,,1,,1,2,2,2,4,,2,,1,0,1
3,1,3,39,17,1,5,2,2,1,2,2,2,,,2,,2,0,2
3,1,2,28,19,1,16,2,1,2,2,2,2,2,,1,,2,0,1
3,1,3,38,15,2,,2,,1,2,2,2,4,,2,,2,0,2
3,1,3,31,17,1,2,2,2,1,2,2,2,,,2,,1,0,3
3,1,2,31,15,2,,1,,1,2,2,2,,,2,,1,0,2
3,1,2,29,15,1,6,2,2,1,2,2,2,,,,,,0,3
3,1,3,33,15,1,3,2,2,1,2,2,2,,,1,,2,0,1
3,1,3,42,17,1,5,2,2,1,2,2,2,,,2,,1,0,4
3,1,3,43,12,2,,2,,1,2,2,2,2,,2,,2,0,4
3,1,1,25,15,1,5,1,2,2,2,2,2,3,,2,,1,0,2
3,1,2,23,13,1,1,1,2,2,2,2,2,4,,2,,1,0,3
3,1,1,25,14,1,4,1,2,2,2,2,2,4,,2,,1,0,3
3,1,1,33,14,1,2,2,2,1,2,2,2,4,,2,,2,0,2
3,1,2,17,14,1,4,1,2,1,2,2,2,3,,,,,0,0
3,1,2,25,12,1,10,1,2,2,2,2,2,4,,2,,1,0,4
3,1,1,20,20,1,5,1,2,2,2,2,2,3,1,,,2,0,0
3,1,1,27,13,1,4,1,2,2,2,2,2,4,,,,,1,2
3,1,3,32,13,2,,1,,1,2,2,2,,,2,,2,0,2
3,1,1,21,16,1,5,2,2,2,2,2,2,4,,2,,1,0,2
3,1,1,23,12,1,2,1,2,2,2,2,2,3,,2,,1,0,2
3,1,1,21,18,1,6,2,2,2,2,2,1,4,,1,,1,0,1
3,1,1,35,14,2,,1,,1,2,2,2,4,,2,,1,0,3
3,1,1,40,17,2,,1,,1,2,2,1,2,,2,,1,0,4
3,1,3,25,15,2,,2,,1,2,2,2,4,,8,,1,0,1
3,1,1,20,15,1,7,1,2,1,2,2,2,4,,1,,1,0,1
3,1,3,35,13,2,,2,,1,2,2,2,2,,,,,2,4
3,1,3,40,18,1,8,2,2,1,2,2,2,3,,2,,1,0,3
3,1,1,25,15,1,4,1,2,2,2,2,2,2,,,,,0,1
3,1,2,45,19,1,8,2,2,1,2,2,2,4,,2,,2,0,1
3,1,1,28,18,1,8,2,2,1,2,2,2,,1,,,2,0,0
3,1,1,33,15,2,,1,,2,1,2,2,2,,2,,1,1,3
3,1,2,27,21,1,6,1,2,1,2,2,2,,,1,,1,0,1
3,1,2,25,15,1,5,1,2,1,2,2,2,3,,1,,1,0,1
3,1,2,25,17,1,2,2,2,1,2,2,2,3,1,,,1,0,0
3,1,2,31,14,1,5,1,2,1,2,2,2,3,,2,,1,0,3
3,1,1,30,12,2,,1,,2,2,2,2,3,,,,,0,5
3,1,2,33,16,1,5,1,2,1,2,2,2,4,,2,,1,0,3
3,1,4,35,16,1,8,2,2,1,2,2,2,3,,2,,1,0,3
3,1,1,19,14,1,5,1,2,2,2,2,2,4,,1,,1,0,1
3,1,1,21,15,1,5,1,2,2,2,2,2,3,,2,,1,0,2
3,1,3,20,16,1,5,2,2,1,2,2,2,4,,8,,1,0,1
3,1,3,40,16,1,8,2,2,1,2,2,2,,,2,,1,0,4
3,1,3,25,19,1,5,2,2,1,2,2,2,,,1,,1,0,1
3,1,1,27,12,2,,1,,2,2,2,2,,,2,,1,0,2
3,1,1,22,19,1,5,2,2,2,2,2,2,2,,1,,1,0,1
3,1,1,25,12,2,,1,,2,2,2,2,2,,2,,1,0,2
3,1,4,24,14,1,9,2,2,1,2,2,2,,,2,,1,0,1
3,1,1,35,16,2,,2,,2,2,2,2,,,8,,2,0,4
3,1,1,35,14,2,,2,,2,2,2,2,2,,2,,1,1,4
3,1,3,45,15,1,5,2,2,1,2,2,2,3,,2,,1,0,8
3,1,3,38,17,2,,1,,1,2,2,2,2,,2,,1,1,4
3,1,3,42,19,2,,2,,1,2,2,2,4,,,,,0,0
3,1,3,37,30,1,8,1,2,1,2,2,2,4,,1,,1,0,1
3,1,1,26,12,1,2,1,2,2,2,2,2,3,,2,,1,0,3
3,1,1,40,20,2,,1,,2,2,2,2,2,,2,,1,0,6
3,1,1,37,17,2,,2,,1,1,2,2,4,,2,,1,0,3
3,1,1,35,25,1,3,1,2,2,2,1,2,4,,8,,1,0,2
3,1,1,30,16,1,3,1,2,2,2,2,2,4,,8,,1,0,2
3,1,1,20,19,1,3,2,2,1,2,2,2,4,,1,,2,0,1
3,1,4,20,20,2,,2,,1,2,2,2,4,1,,,2,0,0
3,1,4,21,14,1,7,2,2,1,2,2,2,,,8,,1,0,1
3,1,1,33,14,1,5,1,2,2,2,2,2,4,,2,,1,0,3
3,1,3,34,12,1,5,2,2,1,2,2,2,4,,2,,1,0,3
3,1,1,25,18,1,5,1,2,2,2,2,2,3,,2,,1,0,2
3,1,1,35,14,2,,2,,2,2,2,2,2,,2,,1,0,3
3,1,1,30,16,1,5,2,2,2,2,2,2,4,,2,,1,0,4
3,1,2,30,15,1,5,1,2,1,2,2,2,4,,2,,1,0,2
3,1,2,31,18,1,10,2,2,2,2,2,2,4,,1,,1,0,2
3,1,3,38,16,1,2,2,2,1,2,2,2,4,,2,,1,2,4
3,1,1,35,14,1,5,2,2,2,2,2,2,4,,2,,1,0,4
3,1,2,33,14,2,,1,,1,2,2,2,4,,2,,1,0,4
3,1,2,48,15,2,,1,,2,2,2,2,4,,,,,0,2
3,1,2,20,14,1,5,2,2,2,2,2,2,4,,1,,1,0,1
3,1,1,35,20,1,5,2,2,2,2,2,2,4,,2,,1,0,4
3,1,2,23,14,1,4,2,2,1,2,2,2,4,,1,,1,0,1
3,1,1,29,14,2,,1,,2,2,2,2,4,,2,,1,0,3
3,1,2,28,15,1,3,2,2,1,2,2,2,4,,2,,1,0,2
3,1,2,25,18,1,4,2,2,2,2,2,2,4,,1,,1,0,1
3,1,2,33,15,1,8,2,2,2,2,2,2,4,,2,,1,0,3
3,1,2,35,14,2,,2,,2,2,2,2,4,1,,,2,0,0
3,1,1,20,18,1,2,2,2,2,2,2,2,4,1,,,2,0,0
3,1,2,18,17,1,10,2,2,1,2,2,2,,1,,,1,0,0
3,1,1,30,20,1,7,1,2,2,2,2,2,2,,,,,0,1
3,1,1,30,12,1,4,2,2,2,2,2,2,2,,2,,1,0,3
3,1,2,28,13,1,3,2,2,1,1,2,1,,,2,,1,0,3
3,1,2,28,20,1,9,2,2,2,2,2,2,4,,,,,0,1
3,1,1,,,,,,,,,,,,,,,,0,
3,1,1,23,14,1,5,2,2,1,2,2,2,4,,2,,1,0,2
3,1,1,48,13,1,1,2,2,2,2,2,2,4,,2,,2,0,3
3,1,1,27,14,2,,2,,2,2,2,2,4,,2,,1,0,2
3,1,1,33,14,1,5,2,2,1,2,2,2,3,,2,,1,0,3
3,1,1,35,16,1,5,2,2,1,2,2,2,4,,2,,1,0,4
3,1,1,22,16,1,4,2,2,1,2,2,2,4,,1,,2,0,1
3,1,3,47,10,2,,2,,1,2,2,2,4,,2,,2,0,2
3,1,3,20,18,1,6,2,2,1,2,2,2,4,,1,,1,0,1
3,1,3,39,18,2,,2,,1,2,2,2,4,,2,,1,0,6
3,1,1,25,13,1,3,2,2,2,2,2,2,4,,2,,1,1,3
3,1,1,28,13,1,3,2,2,1,2,2,2,,,2,,1,0,4
3,1,1,17,14,2,,2,,2,2,2,2,,,1,,1,0,1
3,1,1,36,14,2,,2,,1,2,2,2,4,,2,,2,0,4
3,1,1,,,,,,,,,,,,,,,,0,
3,1,1,18,17,2,,2,,2,2,2,2,4,,,,,0,0
3,1,1,22,22,2,,1,,2,2,2,2,2,1,,,2,0,0
3,1,1,46,19,2,,2,,2,2,2,2,4,,2,,1,0,3
3,1,1,46,15,2,,2,,1,2,2,2,4,,2,,2,0,5
3,1,1,49,15,2,,2,,2,2,2,2,4,,2,,2,1,8
3,1,1,20,16,2,,2,,2,2,2,2,4,1,,,2,0,0
3,1,1,,,,,,,,,,,,,,,,0,
3,1,1,,,,,,,,,,,,,,,,0,
3,1,1,27,17,1,8,2,2,1,2,2,2,,,2,,1,0,2
3,1,1,29,17,2,,1,,1,2,2,2,,1,,,2,0,0
3,1,1,48,12,2,,2,,1,2,2,2,2,,2,,1,2,8
3,1,1,24,18,1,4,2,2,1,2,2,2,4,,2,,1,0,2
3,1,1,22,18,1,2,2,2,1,2,2,2,,,1,,1,0,1
3,1,1,36,12,2,,1,,2,2,2,2,4,,2,,1,0,2
3,1,1,27,14,2,,2,,2,2,2,2,4,,2,,1,0,3
3,1,1,42,16,2,,1,,1,2,2,2,4,,2,,2,0,4
3,1,1,17,16,1,5,2,2,1,2,2,2,4,,,,,0,0
3,1,1,25,15,1,5,1,2,2,2,2,2,,,1,,2,0,1
3,1,1,20,13,1,4,2,2,2,2,2,2,4,,2,,1,0,2
3,1,1,44,12,2,,2,,1,2,2,2,4,,2,,1,0,5
3,1,1,22,13,1,5,1,2,2,2,2,2,4,,1,,2,0,1
3,1,1,27,20,2,,2,,2,2,1,2,4,,,,,0,0
3,1,1,35,20,1,2,2,2,2,2,2,2,4,,2,,1,0,2
3,1,1,31,15,1,2,1,2,1,2,2,2,4,,,,,0,2
3,1,1,26,22,1,5,1,2,2,2,2,2,4,1,,,2,0,0
3,1,1,21,15,2,,1,,2,2,2,2,,,2,,1,0,2
3,1,1,22,18,1,3,1,2,2,2,2,2,,,1,,1,0,1
3,1,1,21,15,2,,2,,2,1,2,2,,,2,,1,0,2
3,1,2,18,13,1,3,2,2,1,2,2,2,2,,1,,1,0,1
3,1,3,39,15,1,6,1,2,1,2,2,2,4,,2,,1,0,4
3,1,1,28,19,1,9,2,2,2,2,2,2,4,,2,,1,0,1
3,1,1,18,16,1,7,2,2,1,2,2,2,2,1,,,2,0,0
3,1,1,,,,,,,,,,,,,,,,0,
3,1,2,28,15,1,5,2,2,1,2,2,2,4,,8,,1,0,2
3,1,1,18,17,1,10,1,2,1,2,2,2,4,1,,,1,0,0
3,1,2,21,16,1,5,2,2,1,2,2,2,2,,1,,1,0,1
3,1,3,26,16,1,8,1,2,1,2,2,2,4,,1,,2,0,1
3,1,3,22,14,1,9,2,2,1,2,2,2,4,,1,,1,0,1
3,1,2,38,16,2,,2,,1,2,2,2,2,,2,,1,1,4
3,1,2,39,20,2,,2,,1,2,2,2,,,2,,2,0,2
3,1,1,25,18,1,5,2,2,1,2,2,2,4,,2,,1,0,3
3,1,3,31,18,1,6,2,2,1,2,2,2,4,,2,,1,0,2
3,1,1,42,17,2,,1,,1,2,2,2,2,,2,,2,0,4
3,1,1,22,16,1,9,2,2,1,2,2,2,1,,1,,2,0,1
3,1,3,20,18,1,8,1,2,1,2,2,2,2,1,,,2,0,0
3,1,3,30,17,1,4,1,2,1,2,2,2,4,,,,,0,1
3,1,3,20,17,1,7,2,2,1,1,2,2,4,,,,,0,0
3,1,3,29,15,2,,2,,1,2,2,2,,,,,,1,3
3,1,2,28,18,1,7,2,2,1,2,2,2,4,,2,,1,0,2
3,1,3,29,18,1,10,1,2,1,2,2,2,4,,1,,1,0,2
3,1,3,29,16,1,4,1,2,1,2,2,2,,,2,,1,0,3
3,1,3,30,20,1,5,1,2,1,2,2,2,2,,2,,1,0,2
3,1,1,20,13,2,,2,,2,2,2,2,,,1,,1,0,2
3,1,2,19,19,1,9,2,2,1,2,2,2,4,1,,,1,0,0
3,1,1,24,18,2,,1,,1,2,2,2,2,,1,,1,0,1
3,1,1,22,19,1,8,2,2,2,2,2,2,,,2,,2,0,1
3,1,4,41,18,1,12,1,1,1,2,2,2,4,,,,,0,2
3,1,3,22,17,1,8,2,2,1,2,2,2,4,,1,,1,0,1
3,1,2,22,15,1,8,2,2,1,2,2,2,2,,1,,2,0,1
3,1,1,26,16,1,5,2,2,1,2,2,2,2,,2,,2,0,2
3,1,2,22,19,1,8,2,2,1,2,2,2,,,1,,1,0,1
3,1,1,37,13,2,,2,,1,1,2,2,,,2,,1,0,3
3,1,1,24,14,1,5,2,2,1,2,2,2,4,,2,,1,0,2
3,1,2,43,20,1,3,2,2,1,2,2,2,,,2,,1,3,5
3,1,2,,,,,,,,,,,,,,,,0,
3,1,2,24,18,2,,2,,1,2,2,2,,,,,,0,1
3,1,3,31,17,2,,2,,1,2,2,2,4,,2,,1,0,3
3,1,2,20,19,1,5,2,2,2,2,2,2,,1,,,2,0,0
3,1,4,21,20,1,12,2,1,1,2,2,2,,1,,,2,0,0
3,1,1,32,12,2,,1,,2,2,2,2,2,,2,,1,1,2
3,1,3,22,18,1,5,1,2,1,2,2,2,2,1,,,1,0,0
3,1,2,25,18,1,5,2,2,1,2,2,2,4,,2,,1,0,2
3,1,1,29,14,2,,2,,1,1,2,2,2,,1,,1,0,1
3,1,2,34,13,1,5,1,2,1,2,2,2,2,,2,,1,0,2
3,1,2,23,14,1,8,2,2,1,2,2,2,4,,2,,2,0,2
3,1,1,20,14,1,5,2,2,1,2,2,2,4,,1,,1,0,1
3,1,1,34,12,2,,1,,1,2,2,2,2,,1,,1,0,4
3,1,1,22,19,1,7,1,2,2,2,2,2,2,,,,,0,1
3,1,2,40,18,2,,2,,1,2,2,2,4,,2,,1,0,4
3,1,3,18,16,1,9,2,2,1,2,2,2,4,1,,,2,0,0
3,1,2,21,16,1,8,1,2,1,2,2,2,2,,2,,1,0,2
3,1,2,25,20,1,10,2,2,1,1,2,2,4,,1,,1,0,1
3,1,1,40,13,1,5,2,2,1,2,2,2,3,,2,,2,0,2
3,1,1,18,17,1,7,1,2,1,2,2,2,4,1,,,2,0,0
3,1,1,22,14,1,5,1,2,1,2,2,2,,,1,,2,0,1
3,1,1,21,17,1,3,2,2,1,2,2,2,3,,1,,1,1,2
3,1,1,39,13,1,5,2,2,1,2,2,2,2,,,,,0,5
3,1,1,29,14,1,6,1,2,1,2,2,2,2,,2,,1,1,4
3,1,2,20,18,1,8,1,2,2,2,2,2,4,1,,,2,0,0
3,1,4,19,15,1,5,2,2,1,2,2,2,4,,1,,1,0,1
3,1,1,40,14,2,,2,,2,2,2,2,4,2,,,2,0,0
3,1,3,25,14,1,3,1,2,1,2,2,2,4,,1,,2,0,2
3,1,2,33,17,2,,2,,1,2,2,2,4,,2,,1,0,3
3,1,1,31,17,1,7,2,2,2,2,2,2,4,,2,,1,0,2
3,1,1,35,18,2,,2,,1,2,2,2,4,,2,,1,0,3
3,1,1,21,19,1,8,1,2,1,2,2,2,4,1,,,1,0,0
3,1,1,35,15,1,4,1,2,2,2,2,2,4,,2,,1,0,3
3,1,1,29,18,1,3,2,2,1,2,2,2,4,,2,,2,0,1
3,1,2,26,13,2,,1,,1,2,2,2,4,,,,,0,2
3,1,1,29,15,1,3,2,2,1,2,2,2,4,,2,,1,1,3
3,1,2,21,20,1,4,1,2,1,2,2,2,4,1,,,1,0,0
3,1,1,27,18,1,2,1,2,1,2,2,2,4,,1,,1,0,1
3,1,1,33,14,2,,2,,1,2,2,2,4,,2,,1,3,7
3,1,1,16,14,1,6,1,2,1,2,2,2,4,,1,,1,0,1
3,1,1,36,15,2,,1,,1,2,2,2,4,,,,,0,1
3,1,3,31,18,1,5,2,2,1,2,2,2,4,,1,,1,0,2
3,1,2,30,13,1,5,1,2,1,2,2,2,4,,2,,1,0,2
3,1,2,21,15,1,9,2,2,1,2,2,2,4,,1,,1,0,2
3,1,2,24,16,1,5,2,2,1,2,2,2,4,,8,,1,0,1
3,1,2,42,12,2,,2,,1,2,2,2,4,,2,,2,1,7
3,1,2,22,19,1,2,1,2,1,2,2,2,4,,,,,1,1
3,1,1,39,14,2,,1,,1,2,2,2,4,,2,,1,1,5
3,1,2,22,16,1,7,2,2,1,2,2,2,4,,1,,1,0,1
3,1,2,35,16,1,7,2,2,1,2,2,2,4,,2,,1,0,2
3,1,2,29,16,1,4,2,2,1,2,2,2,4,,1,,2,0,1
3,1,1,24,20,1,8,2,2,1,2,2,2,4,,1,,1,0,1
3,1,2,36,14,2,,1,,1,2,2,2,4,,2,,1,0,3
3,1,1,,,,,,,,,,,,,,,,0,
3,1,2,36,15,1,4,1,2,1,2,2,2,4,,2,,2,1,5
3,1,1,23,18,1,4,2,2,1,2,2,2,4,,1,,1,0,1
3,1,1,25,14,1,1,1,2,1,2,2,2,4,,2,,1,0,3
3,1,1,37,15,1,5,1,2,1,2,2,2,4,,2,,2,0,3
3,1,2,25,17,1,5,1,2,1,2,2,2,4,1,,,2,0,0
3,1,2,16,15,1,6,2,2,1,2,2,2,2,,1,,2,0,1
3,1,2,17,16,2,,1,,1,2,2,2,4,1,,,2,0,0
3,1,1,25,17,1,2,1,2,1,2,2,2,4,,2,,2,0,2
3,1,1,48,15,1,8,2,2,1,2,2,2,,,2,,1,0,3
3,1,3,28,15,1,1,2,2,1,2,2,1,,,1,,2,0,2
3,1,2,34,18,1,5,1,1,1,2,2,2,,,2,,1,0,2
3,1,3,27,17,1,4,2,2,1,1,2,1,,,1,,1,0,2
3,1,1,49,19,2,,2,,2,2,2,2,4,,2,,2,1,2
3,1,1,31,14,2,,1,,1,2,2,2,4,,2,,1,0,3
3,1,1,45,16,2,,2,,2,2,2,2,4,,,,,0,3
3,1,1,35,22,2,,1,,2,2,2,2,4,,2,,1,0,5
3,1,1,,,,,,,,,,,,,,,,0,
3,1,2,43,15,2,,2,,1,2,2,2,,,2,,1,0,6
3,1,4,,,,,,,,,,,,,,,,0,
3,1,4,,,,,,,,,,,,,,,,0,
3,1,2,20,16,1,5,2,2,1,2,2,2,4,,1,,1,0,1
3,1,1,24,18,1,5,1,2,1,2,2,2,4,,1,,1,0,2
3,1,1,19,17,1,5,2,2,1,2,2,2,4,,1,,1,0,1
3,1,2,35,15,1,3,2,2,1,2,2,2,4,,2,,1,2,7
3,1,1,40,12,2,,2,,2,2,2,2,4,,2,,1,1,10
3,1,2,21,13,1,4,1,2,2,2,2,2,,,1,,1,0,3
3,1,3,23,21,1,6,2,2,1,2,2,2,4,,1,,1,0,1
3,1,3,47,13,1,4,1,2,1,2,2,2,,,,,,1,3
3,1,1,23,19,1,6,1,2,2,2,2,2,4,1,,,1,0,0
3,1,1,41,15,2,,1,,2,2,2,2,4,,2,,2,0,3
3,1,1,31,17,1,4,1,2,2,2,2,2,4,,2,,1,0,2
3,1,1,,,,,,,,,,,,,,,,0,
3,1,2,49,13,2,,1,,1,2,2,2,4,,,,,2,4
3,1,2,30,16,1,5,2,2,1,2,2,2,4,,2,,1,0,4
3,1,1,42,20,2,,1,,1,2,2,2,4,,2,,2,0,4
3,1,2,30,14,1,5,1,2,1,2,2,2,4,,2,,1,1,3
3,1,1,29,14,2,,1,,1,2,2,2,4,,2,,2,0,3
3,1,2,31,18,2,,1,,1,2,2,2,4,,,,,0,2
3,1,1,25,19,1,8,1,2,1,2,2,2,4,,1,,1,0,1
3,1,1,17,16,1,4,1,2,2,2,2,2,4,1,,,1,0,0
3,1,1,26,12,1,6,1,2,1,2,2,2,4,,1,,1,0,2
3,1,2,42,15,1,5,1,2,1,2,2,2,4,,,,,0,4
3,1,2,18,15,1,5,1,2,1,2,2,2,4,,1,,1,0,1
3,1,3,40,17,1,10,1,1,1,1,2,2,4,,2,,2,0,2
3,1,1,21,16,1,5,2,2,1,2,2,2,4,,2,,1,0,2
3,1,2,33,15,1,3,2,2,1,2,2,2,4,,2,,1,0,3
3,1,1,47,12,2,,1,,1,2,2,2,,,2,,2,1,3
3,1,1,29,18,1,8,1,2,2,2,2,2,4,,,,,0,1
3,1,4,23,18,1,5,2,2,1,2,2,2,4,,1,,2,0,1
3,1,4,20,18,1,4,2,2,1,2,2,2,4,,1,,1,0,1
3,1,2,26,13,1,5,1,2,1,2,2,2,4,,1,,1,0,2
3,1,3,48,17,2,,1,,1,2,2,2,4,,,,,1,5
3,1,1,31,18,1,5,1,2,1,2,2,2,4,,2,,1,0,1
3,1,1,23,18,1,4,2,2,1,2,2,2,4,,1,,2,0,1
3,1,2,35,15,2,,2,,1,2,2,2,4,,2,,1,1,4
3,1,1,27,18,1,9,1,2,1,2,2,2,4,,,,,0,1
3,1,3,40,13,2,,2,,1,2,2,2,2,,2,,1,0,4
3,1,2,19,16,1,5,2,2,1,2,2,2,,,1,,1,0,1
3,1,2,34,14,1,5,1,2,1,2,2,2,4,,2,,1,0,4
3,1,2,,,,,,,,,,,,,,,,0,
3,1,2,33,13,2,,2,,1,2,2,2,,,2,,1,0,4
3,1,2,25,12,1,5,1,2,1,2,2,2,2,1,,,2,0,0
3,1,2,29,16,1,3,1,2,1,2,2,2,,,1,,2,1,2
3,1,1,25,16,1,3,2,2,1,2,2,2,2,,2,,1,0,2
3,1,1,33,14,1,4,2,2,1,2,2,2,,,2,,1,0,3
3,1,1,22,17,1,8,2,2,1,2,2,2,4,,1,,1,0,1
3,1,1,18,16,1,8,2,2,1,2,2,2,4,1,,,2,0,0
3,1,1,17,16,2,,2,,1,2,2,2,4,1,,,1,0,0
3,1,1,31,16,2,,2,,1,2,2,2,,,1,,1,0,2
3,1,1,20,17,1,5,2,2,1,2,2,2,4,1,,,2,0,0
3,1,2,35,14,2,,1,,1,2,2,2,4,,2,,1,0,2
3,1,3,26,16,1,10,2,2,1,2,2,2,4,,,,,0,1
3,1,3,28,14,1,8,2,2,1,2,2,1,4,,1,,1,0,2
3,1,3,48,16,1,10,2,2,1,2,2,2,4,,2,,1,0,2
3,1,3,,,,,,,,,,,,,,,,0,
3,1,3,38,17,1,9,1,2,1,2,2,2,4,,2,,1,0,2
3,1,3,31,20,1,9,1,2,1,2,2,2,4,,2,,1,0,2
3,1,2,30,16,1,3,1,2,1,2,2,2,4,,2,,1,0,3
3,1,3,33,21,2,,1,,1,2,2,2,4,,,,,0,1
3,1,3,26,17,1,4,2,2,1,2,2,2,4,,1,,1,0,1
3,1,2,36,14,2,,2,,1,2,2,1,4,,2,,1,0,4
3,1,2,27,16,1,4,1,2,1,2,2,2,4,,2,,1,0,2
3,1,2,22,20,1,8,1,2,1,2,2,2,4,,,,,0,0
3,1,3,35,25,1,10,2,2,1,2,2,2,4,,1,,1,0,1
3,1,1,40,13,1,4,1,2,1,2,2,2,4,,,,,0,2
3,1,2,25,22,1,5,2,2,1,2,2,2,4,,,,,0,0
3,1,2,32,22,1,5,2,2,1,2,2,2,4,,1,,1,0,2
3,1,2,22,21,1,8,1,1,1,2,2,2,4,2,,,1,0,0
3,1,2,33,15,2,,1,,1,2,2,2,4,,,,,0,2
3,1,2,32,15,1,5,2,2,1,2,2,2,4,,2,,1,0,3
3,1,2,24,13,1,5,2,2,1,2,2,2,4,1,,,2,0,0
3,1,2,33,16,2,,1,,1,2,2,2,4,,2,,1,0,2
3,1,2,28,15,1,5,1,2,1,2,2,2,4,1,,,1,0,0
3,1,1,30,21,2,,1,,1,2,2,2,2,,,,,0,0
3,1,1,40,13,2,,1,,1,2,2,2,4,,2,,2,0,2
3,1,3,35,24,1,10,1,1,1,2,2,2,4,,1,,2,0,1
3,1,3,19,19,2,,1,,1,2,2,2,4,1,,,1,0,0
3,1,4,34,16,1,5,2,2,1,2,2,1,2,,2,,1,0,2
3,1,3,48,16,2,,2,,1,2,2,2,4,,2,,2,0,4
3,1,5,26,24,1,14,2,1,1,2,2,2,4,,1,,1,0,1
3,1,5,29,20,1,10,2,2,1,2,2,2,4,,2,,1,0,2
3,1,5,28,17,1,8,2,2,1,2,2,2,4,,1,,2,0,1
3,1,5,26,24,1,14,2,1,1,2,2,2,4,,,,,0,0
3,1,2,28,16,2,,1,,1,2,2,2,2,,1,,1,0,1
3,1,2,40,16,1,3,1,2,1,2,2,2,4,,2,,2,3,4
3,1,2,,,,,,,,,,,,,,,,0,
3,1,2,37,14,2,,2,,1,2,2,2,,,2,,1,0,5
3,1,2,22,17,1,5,2,2,1,2,2,2,4,,1,,1,0,1
3,1,2,41,14,2,,2,,1,2,2,2,4,,2,,1,0,4
3,1,1,20,19,1,10,2,2,1,2,2,2,2,1,,,2,0,0
3,1,3,39,13,1,4,2,2,1,2,2,1,,,2,,1,0,3
3,1,3,17,15,1,10,2,2,1,2,2,2,,,,,,0,0
3,1,2,28,17,1,10,1,2,1,2,2,2,4,,,,,0,1
3,1,2,22,19,1,7,1,2,1,2,2,2,4,,1,,1,0,1
3,1,3,30,18,1,5,2,2,1,2,2,2,4,,1,,1,0,3
3,1,3,30,16,1,9,2,2,1,2,2,2,4,,2,,1,0,3
3,1,2,26,18,1,5,1,2,1,2,2,2,4,,1,,1,0,1
3,1,2,18,16,1,7,1,2,1,2,2,2,4,1,,,1,0,0
