wealth,age,age_when_married,school,upto_class,working,tv,asha,want_child,method,died,birth,first_child_gender,children_away,boys_died,girls_died,domain_1,domain_2,domain_3,born_place_1.0,born_place_2.0,born_place_3.0,born_place_4.0,born_place_9.0
3,40,15,1,4,0,1,0,0,1,1,6,0,1,0,1,1,0,0,0,1,0,0,0
4,49,14,0,0,0,1,0,0,1,2,7,1,1,1,1,1,0,0,1,0,0,0,0
3,28,24,1,10,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
5,32,14,1,9,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0
2,34,16,1,4,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,28,17,1,8,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,0,0,0
2,30,15,1,10,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0
3,43,14,0,0,0,1,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,1,0
1,26,13,1,6,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
3,27,16,1,10,1,1,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,35,16,1,10,0,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,0,0,0
2,25,19,1,7,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3,25,17,1,3,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
3,27,17,1,9,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
3,20,17,1,9,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,49,15,1,2,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0
2,22,13,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
3,48,27,1,10,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,26,18,1,8,0,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
1,26,14,1,2,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,27,18,0,0,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,41,13,1,2,0,1,0,0,1,0,8,0,1,0,0,1,0,0,0,0,0,1,0
1,26,18,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,26,18,1,9,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,18,15,1,5,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,42,18,0,0,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
4,44,13,1,3,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,0
4,24,15,1,5,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,34,15,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,32,15,1,6,1,1,0,0,1,0,4,1,1,0,0,1,0,0,1,0,0,0,0
2,33,15,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,19,16,1,7,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,21,18,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,22,16,1,6,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,22,15,1,5,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
1,27,20,1,6,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,23,18,1,9,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,36,17,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0
1,24,16,1,5,1,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,32,19,1,4,1,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,29,14,1,2,0,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0
2,22,12,1,3,1,1,1,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,35,18,1,5,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
2,49,18,0,0,0,1,0,0,0,2,7,1,1,2,0,1,0,0,0,0,0,1,0
3,34,18,1,4,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,21,18,1,3,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,40,16,1,5,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
2,20,17,1,2,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,25,18,1,5,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,31,17,1,5,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
3,28,14,1,6,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,29,13,1,6,0,1,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,32,12,1,7,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,46,22,1,3,1,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,0
3,32,18,1,8,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,33,20,1,5,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,36,19,1,5,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,28,14,1,2,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,19,16,1,8,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3,25,14,1,5,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,24,17,1,4,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3,39,16,1,8,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,19,15,1,9,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,28,22,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
1,35,14,0,0,0,1,0,0,1,0,4,1,0,0,0,1,0,0,0,0,1,0,0
3,24,17,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1,28,14,1,5,1,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,0
1,27,15,1,4,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,20,14,1,6,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,30,16,1,5,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,32,18,1,5,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,30,13,0,0,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0
2,35,16,1,2,1,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0
2,21,15,1,8,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3,29,13,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,28,12,1,5,1,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0
3,26,13,1,3,0,0,0,0,1,1,3,1,0,1,0,1,0,0,0,0,0,1,0
4,40,15,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
1,30,18,1,4,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
3,40,16,1,2,0,1,1,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0
1,35,16,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,25,15,1,8,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
1,20,18,1,6,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2,44,16,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,0
1,19,16,1,9,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,36,17,0,0,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
2,29,20,1,5,1,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
1,30,16,1,4,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,48,12,0,0,0,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0
1,30,13,0,0,1,0,0,0,1,1,3,0,1,1,0,1,0,0,0,0,0,1,0
2,37,14,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0
1,22,19,1,5,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,21,16,1,2,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,26,13,1,4,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,25,14,1,8,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0
3,30,18,1,10,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
3,26,17,1,3,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,42,20,1,3,1,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0
2,33,17,1,5,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,33,19,1,8,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,30,16,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,35,12,1,3,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,28,24,1,4,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
2,20,19,1,3,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,27,21,1,9,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2,26,20,1,16,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,25,19,1,10,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3,32,13,0,0,1,1,0,0,1,2,5,0,0,1,1,1,0,0,0,0,0,1,0
3,30,13,0,0,0,1,0,0,1,1,5,0,0,1,0,1,0,0,0,0,0,1,0
3,26,17,1,8,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,31,15,1,4,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
3,40,11,1,3,1,1,0,0,1,1,5,1,1,0,1,1,0,0,0,0,0,1,0
3,30,18,1,5,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
2,45,15,0,0,0,1,0,0,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0
2,35,15,1,4,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
2,35,17,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0
3,25,12,1,2,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0
3,34,16,1,5,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,40,17,1,4,0,1,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,1,0
3,30,13,1,2,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0
3,31,18,1,5,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
3,30,14,1,4,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,34,18,0,0,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
2,24,16,1,9,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,25,17,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,45,13,0,0,0,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,1,0
3,45,18,1,4,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,38,14,1,9,1,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0
2,25,14,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0
2,33,12,1,6,0,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0
3,44,20,1,5,0,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,47,13,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0
2,18,10,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
2,28,20,1,5,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,42,18,1,3,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,41,16,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,20,13,1,4,0,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0
1,22,18,1,8,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,28,13,1,8,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
1,24,12,1,4,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,25,15,1,8,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0
2,19,16,1,9,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,23,18,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,29,16,1,5,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,30,16,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,25,18,1,5,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,47,20,0,0,0,1,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,0
3,21,17,1,7,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
4,29,20,1,14,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,22,11,1,4,1,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,24,17,1,7,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,25,15,1,5,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,36,16,1,8,1,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0
1,32,14,1,4,0,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
3,40,18,1,5,1,1,0,0,0,0,4,0,1,0,0,1,0,0,1,0,0,0,0
3,18,15,1,8,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,26,17,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0
1,22,15,1,8,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
3,44,16,1,4,1,1,0,0,1,0,3,1,0,0,0,1,0,0,1,0,0,0,0
1,39,14,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0
3,25,19,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,35,12,0,0,1,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0
1,27,19,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,29,14,1,5,1,1,0,0,1,0,5,0,1,0,0,1,0,0,0,0,0,1,0
3,47,12,0,0,0,1,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,1,0
2,44,14,1,4,1,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0
1,28,18,1,4,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2,29,14,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,39,16,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0
1,33,18,1,4,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
2,23,19,1,9,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3,30,14,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,27,15,1,9,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
2,25,15,1,4,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,32,19,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0
1,46,14,0,0,0,1,0,0,0,2,3,1,1,2,0,1,0,0,0,0,0,1,0
3,26,18,1,6,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,27,13,0,0,1,1,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,34,14,1,5,1,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0
1,29,14,1,6,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,24,20,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,34,18,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
2,27,17,1,10,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,25,18,1,6,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
2,22,16,1,5,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,21,14,1,8,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
3,30,16,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3,34,13,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
2,22,15,1,2,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,40,15,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0
1,24,14,1,5,0,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0
2,21,17,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,46,16,0,0,1,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0,0,1,0
1,34,15,1,4,0,1,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,1,0
1,21,14,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
2,20,16,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,35,20,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,27,13,0,0,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,1,0,0,0
1,28,14,1,2,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,32,12,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
1,23,16,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,26,13,1,1,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
1,24,16,0,0,1,0,1,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
1,22,14,1,5,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0
1,37,13,0,0,1,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0
1,30,18,0,0,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,28,17,1,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0
1,28,13,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0
1,22,18,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,23,14,1,8,1,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,27,18,1,2,1,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,34,15,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0
2,30,14,1,5,0,1,0,0,1,1,5,0,0,0,1,1,0,0,1,0,0,0,0
1,20,13,1,6,0,1,0,1,1,1,3,0,0,0,1,1,0,0,0,0,0,1,0
2,41,15,0,0,1,1,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,1,0
3,19,15,1,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,42,16,0,0,1,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0
4,22,14,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
2,35,13,0,0,1,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,1,0
3,27,13,1,4,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,22,18,1,7,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3,23,19,1,2,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2,29,15,0,0,1,1,0,0,1,1,3,1,0,1,0,1,0,0,1,0,0,0,0
1,46,16,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,0
4,40,17,0,0,0,1,0,0,0,1,3,0,1,0,1,1,0,0,0,0,1,0,0
2,22,16,0,0,0,1,0,1,1,1,3,0,0,0,1,1,0,0,1,0,0,0,0
2,17,16,1,9,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,23,13,1,4,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,28,13,1,4,0,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
1,27,16,1,5,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,46,13,1,6,1,1,0,0,0,3,5,0,1,1,2,1,0,0,1,0,0,0,0
1,31,20,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
1,26,16,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
1,27,12,0,0,0,1,0,0,1,1,4,1,0,1,0,1,0,0,1,0,0,0,0
1,18,13,1,2,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0
3,26,16,1,8,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0
3,32,15,1,8,0,1,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0
1,22,15,1,4,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
3,28,16,1,8,0,1,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0
3,37,16,1,8,1,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0
3,36,13,1,6,1,1,0,0,1,0,4,1,0,0,0,1,0,0,0,0,0,1,0
3,31,19,1,4,0,1,0,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
2,28,14,1,8,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0
3,22,16,1,4,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
4,36,15,1,4,1,1,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0
3,21,14,1,5,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,27,18,1,12,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
4,48,12,0,0,0,1,0,0,0,1,6,1,1,0,1,1,0,0,0,0,0,1,0
1,40,18,0,0,1,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0
1,25,17,1,5,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,40,13,0,0,1,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,0
1,19,15,1,4,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0
1,27,13,0,0,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,31,13,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,0
1,47,17,0,0,1,1,0,0,0,2,6,0,1,0,2,1,0,0,0,0,0,1,0
1,25,15,0,0,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
1,27,20,0,0,0,1,0,1,1,1,3,1,0,1,0,1,0,0,0,0,0,1,0
1,22,14,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,31,17,0,0,1,0,0,0,1,1,4,0,0,1,0,1,0,0,0,0,0,1,0
2,39,16,0,0,1,1,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0
3,27,16,1,7,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,39,13,1,2,0,0,0,0,1,3,8,0,1,2,1,1,0,0,0,0,0,1,0
3,22,15,1,10,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
2,26,15,1,6,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
4,29,16,1,9,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0
4,33,16,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0
2,49,16,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0
2,42,16,0,0,1,1,0,0,1,2,7,0,0,0,2,1,0,0,0,0,1,0,0
4,26,13,1,5,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1,0
3,39,13,1,8,0,1,0,0,1,1,3,1,0,1,0,1,0,0,0,0,0,1,0
3,34,14,1,7,1,1,0,0,0,0,5,0,1,0,0,1,0,0,0,0,1,0,0
3,23,15,1,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,34,13,1,5,0,1,0,0,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0
3,28,19,1,10,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,33,14,0,0,0,1,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,1,0
1,44,13,1,2,0,0,0,0,1,0,4,1,1,0,0,1,0,0,0,0,0,1,0
1,43,17,0,0,0,1,0,0,1,0,5,1,1,0,0,1,0,0,0,0,0,1,0
1,46,13,1,1,1,1,0,0,1,0,4,0,1,0,0,1,0,0,0,0,0,1,0
1,34,17,0,0,1,0,0,0,1,0,5,0,1,0,0,1,0,0,0,0,1,0,0
1,38,15,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,1,0
1,22,19,1,4,1,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0
1,36,17,0,0,0,0,0,0,1,2,7,1,0,1,1,1,0,0,0,0,1,0,0
1,25,15,1,5,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
1,26,16,1,3,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,16,14,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,35,16,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,0,0,0,1,0
1,26,14,0,0,1,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0
1,17,16,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1,24,16,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,1,0,0
