wealth,age,age_when_married,school,upto_class,working,tv,asha,want_child,method,died,birth,first_child_gender,children_away,boys_died,girls_died,domain_1,domain_2,domain_3,born_place_1.0,born_place_2.0,born_place_3.0,born_place_4.0,born_place_9.0
4,44,13,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,1,0
4,26,14,1,3,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
4,28,19,1,9,0,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
4,39,15,0,0,0,1,1,0,1,0,5,1,0,0,0,0,1,0,0,0,0,1,0
4,19,17,1,6,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2,38,18,1,9,1,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
4,26,17,1,9,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
4,18,16,1,10,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2,40,16,0,0,0,1,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0
3,40,14,0,0,1,1,0,0,1,0,4,1,1,0,0,0,1,0,0,0,0,1,0
3,22,18,1,7,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,21,17,1,9,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5,44,16,1,9,0,1,0,0,0,0,3,1,1,0,0,0,1,0,1,0,0,0,0
5,35,22,1,15,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
4,29,26,1,12,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5,21,16,1,10,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,44,16,1,10,1,1,0,0,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0
5,42,19,1,10,0,1,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0
5,24,17,1,10,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,40,19,1,8,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
5,23,18,1,12,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4,37,22,1,14,1,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
5,35,18,1,12,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
5,40,15,1,10,0,1,0,0,1,0,4,1,0,0,0,0,1,0,1,0,0,0,0
5,49,25,1,10,0,1,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0
5,35,19,1,15,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
4,45,17,1,10,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
3,27,14,1,10,0,1,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
3,43,13,0,0,1,1,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0
3,23,18,1,5,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
1,34,14,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0
3,22,19,1,8,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,30,18,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
4,30,16,1,9,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
4,26,18,1,9,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3,38,15,1,8,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
5,30,18,1,12,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4,33,19,1,14,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
5,35,17,1,12,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,42,20,1,10,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,0
3,26,21,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5,36,26,1,16,1,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,34,27,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
4,42,14,1,9,0,1,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0
5,32,25,1,16,1,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
5,35,15,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,41,16,1,9,0,1,0,0,1,1,4,0,0,0,1,0,1,0,0,0,0,1,0
5,19,16,1,8,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
1,16,13,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4,30,20,1,12,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
3,39,17,1,10,1,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
1,32,14,1,2,1,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
4,24,20,1,10,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5,20,17,1,12,0,1,0,1,1,1,2,1,0,1,0,0,1,0,1,0,0,0,0
1,28,18,1,7,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
3,27,18,1,7,0,1,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
4,23,20,1,10,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4,40,13,1,5,0,1,0,0,1,0,6,1,1,0,0,0,1,0,1,0,0,0,0
3,20,14,1,10,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
3,21,20,1,12,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,23,17,1,9,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,23,22,1,12,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,26,16,1,4,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
3,21,18,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2,26,13,1,4,1,1,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0
5,36,18,1,10,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
5,32,17,1,10,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
5,26,18,1,10,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3,47,14,0,0,0,1,0,0,0,0,3,1,1,0,0,0,1,0,1,0,0,0,0
1,28,16,1,5,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2,37,15,1,7,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0
5,42,30,1,14,1,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,37,14,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
5,33,18,1,12,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,22,18,1,12,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
3,37,17,1,9,0,1,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,1,0
5,25,16,1,8,0,1,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0
2,31,17,1,7,0,1,1,0,1,0,4,1,0,0,0,0,1,0,1,0,0,0,0
5,31,19,1,10,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5,49,18,1,16,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
3,27,23,1,14,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5,35,21,1,14,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,38,25,1,16,1,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
5,49,25,1,16,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5,28,20,1,12,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
4,29,25,1,10,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2,32,14,1,5,1,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0
4,22,17,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
4,33,28,1,15,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5,26,16,1,9,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
4,37,16,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
4,19,14,1,10,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
3,27,23,1,9,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4,33,18,1,7,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
3,22,17,1,5,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4,23,13,1,12,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5,27,19,1,10,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5,47,20,1,7,0,1,0,0,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0
4,20,15,1,7,0,1,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
4,26,16,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0
3,26,15,1,6,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
2,21,18,1,5,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2,21,17,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
1,32,18,1,10,1,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
1,21,13,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,44,15,0,0,1,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,1,0
3,41,13,0,0,0,1,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,1,0
3,20,18,1,6,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,22,13,1,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,30,14,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0
4,28,21,1,12,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5,28,17,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,35,25,1,16,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0
5,35,20,1,16,1,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,25,19,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
5,39,16,1,16,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,35,23,1,14,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,1,0,0,0
5,40,17,1,3,0,1,0,0,1,1,4,0,0,0,1,0,1,0,0,0,0,1,0
5,34,20,1,10,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
5,20,18,1,12,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5,44,23,1,16,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3,46,18,1,7,0,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0
3,34,18,1,8,1,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,33,23,1,16,1,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,25,20,1,14,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5,28,22,1,16,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5,28,25,1,16,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5,47,13,1,5,0,1,0,0,1,0,6,0,1,0,0,0,1,0,1,0,0,0,0
2,41,16,0,0,0,1,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0
3,34,14,1,2,0,1,0,0,1,0,3,0,1,0,0,0,1,0,0,0,0,1,0
3,28,11,1,4,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,26,17,1,5,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5,32,17,1,10,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
2,25,17,1,6,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,22,14,1,6,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3,31,22,1,10,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
5,21,18,1,12,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
5,49,30,1,16,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
5,32,26,1,16,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,33,16,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0
4,31,17,1,10,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
2,34,19,1,4,0,1,0,0,1,0,4,1,0,0,0,0,1,0,1,0,0,0,0
3,32,17,1,4,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0
5,28,19,1,12,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
3,31,18,1,8,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
3,21,16,1,7,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2,17,13,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3,33,18,1,1,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
3,36,13,1,5,1,1,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0
3,40,13,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,1,0
3,31,14,1,3,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,42,26,1,16,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
5,30,18,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
5,49,25,1,16,1,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
5,23,17,1,12,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5,48,21,1,14,0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0
4,37,14,1,8,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0
5,49,17,1,12,0,1,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0
5,33,21,1,10,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5,44,21,1,16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5,41,18,1,14,1,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
5,36,20,1,12,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5,31,20,1,12,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5,33,20,1,12,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0
5,29,21,1,14,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5,37,21,1,16,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
2,22,21,1,4,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
3,25,17,1,10,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,42,14,0,0,0,1,0,0,0,1,5,1,1,1,0,0,1,0,0,0,0,1,0
5,29,27,1,16,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2,30,22,1,10,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
2,46,21,1,3,0,1,0,0,1,0,3,1,1,0,0,0,1,0,1,0,0,0,0
2,40,15,0,0,0,1,0,0,0,0,4,1,1,0,0,0,1,0,1,0,0,0,0
4,26,18,1,8,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,23,19,1,5,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4,29,16,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,32,23,1,14,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,30,16,1,5,1,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0
5,27,24,1,12,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5,43,27,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
5,26,14,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,27,17,1,10,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5,23,15,1,9,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
2,27,17,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
4,38,15,1,5,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
5,48,14,1,5,0,1,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0
5,29,22,1,12,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
5,35,17,1,10,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
5,28,20,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,33,20,1,12,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,25,18,1,12,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,35,20,1,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
3,46,18,0,0,1,1,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,1,0
1,48,21,1,5,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
2,46,17,1,1,0,1,0,0,1,1,6,1,1,1,0,0,1,0,0,0,0,1,0
2,23,16,1,7,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2,29,22,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3,42,13,0,0,0,1,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
3,19,18,1,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,37,13,1,2,0,1,0,0,1,2,6,0,1,2,0,0,1,0,0,0,0,1,0
1,35,16,0,0,0,1,0,0,1,2,5,1,0,2,0,0,1,0,0,0,0,1,0
2,26,18,1,6,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3,24,17,1,8,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
3,34,12,0,0,0,1,0,0,1,0,5,1,1,0,0,0,1,0,0,0,0,1,0
3,18,13,1,6,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4,35,23,1,9,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3,25,17,1,4,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0
5,33,16,1,10,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
3,34,20,1,3,0,1,0,0,1,1,3,0,0,0,1,0,1,0,1,0,0,0,0
3,16,14,1,7,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,19,15,1,7,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3,46,20,0,0,0,0,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0,1,0
4,31,12,1,4,0,1,0,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,0
5,34,15,1,5,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
4,26,14,1,10,0,1,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,48,16,1,2,0,1,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,1,0
4,25,15,1,9,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
2,20,19,1,10,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3,40,16,1,8,0,1,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0,1,0
3,37,16,0,0,0,1,1,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
5,39,19,1,7,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0
4,25,16,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,48,17,1,8,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0
5,46,27,1,14,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
5,34,15,1,8,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
1,38,19,1,7,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
3,46,15,0,0,0,1,1,0,0,1,5,1,1,1,0,0,1,0,0,0,0,1,0
3,34,17,1,4,0,1,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
3,49,12,1,3,1,1,0,0,0,1,4,1,1,1,0,0,1,0,0,1,0,0,0
3,49,13,0,0,0,1,0,0,0,1,5,1,1,1,0,0,1,0,0,0,0,1,0
3,26,15,1,7,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
4,28,19,1,12,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0
3,27,16,1,9,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,0,0
5,43,14,1,10,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
5,35,21,1,16,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
5,24,22,1,9,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5,39,26,1,16,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
3,32,16,1,5,1,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
2,32,18,1,6,1,1,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0
5,48,25,1,12,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5,46,18,1,6,0,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
5,33,25,1,12,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
5,32,20,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
5,48,22,1,8,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
5,48,17,1,10,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
5,29,19,1,10,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,22,15,1,12,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3,25,22,1,9,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,34,17,0,0,0,1,0,0,1,0,3,1,1,0,0,0,1,0,0,0,0,1,0
3,22,18,1,7,0,1,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,1,0
5,48,24,1,14,0,1,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0
5,37,23,1,16,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0
4,34,20,1,10,0,1,0,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
2,22,19,1,9,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4,33,19,1,10,0,1,0,1,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0
3,25,17,1,12,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,30,17,1,9,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
2,38,13,1,5,0,1,0,0,1,1,3,1,0,1,0,0,1,0,0,0,0,1,0
3,45,14,1,3,0,1,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0
5,22,20,1,6,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,29,13,1,8,1,1,0,0,1,1,3,0,0,0,1,0,1,0,0,0,0,1,0
4,36,17,1,10,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
4,23,19,1,7,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,37,21,1,9,1,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0
5,30,16,1,10,0,1,0,1,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
3,26,17,1,4,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0
5,20,16,1,10,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4,26,17,1,12,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5,33,16,1,9,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
3,33,19,1,8,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4,34,14,1,4,0,1,0,0,1,1,3,0,0,0,1,0,1,0,0,0,1,0,0
5,45,20,1,10,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0
5,45,17,1,9,0,1,0,0,1,0,4,0,1,0,0,0,1,0,1,0,0,0,0
3,24,22,1,10,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0
4,24,19,1,8,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2,26,15,1,9,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
2,45,12,1,4,0,1,0,0,0,1,6,1,0,1,0,0,1,0,0,0,0,1,0
2,25,17,1,6,0,1,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0
4,28,17,1,10,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0
4,38,15,1,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
5,23,20,1,10,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
5,39,27,1,12,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0
2,34,15,0,0,1,1,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0
5,28,20,1,15,1,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
2,31,18,1,3,1,1,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0
2,26,13,1,5,0,1,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,0
4,23,15,1,8,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,26,18,1,10,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0
4,32,15,1,6,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0
